Filename, RDD, TF, Size, Dynamic-runtime, Dynamic-tardiness, Approx-e=0.1-runtime, Approx-e=0.1-tardiness, Approx-e=0.2-runtime, Approx-e=0.2-tardiness, Approx-e=0.3-runtime, Approx-e=0.3-tardiness, Greedy-runtime, Greedy-tardiness, BestFirst-runtime, BestFirst-tardiness
random_RDD=0.2_TF=0.6_#30.dat, 0.2, 0.6, 30, 16, 5043, 16, 5043, 16, 5043, 16, 5043, 0, 8621, NaN, NaN
random_RDD=0.2_TF=0.6_#35.dat, 0.2, 0.6, 35, 0, 6999, 16, 6999, 16, 7004, 16, 7004, 0, 12340, NaN, NaN
random_RDD=0.2_TF=0.6_#40.dat, 0.2, 0.6, 40, 15, 10476, 34, 10476, 34, 10476, 34, 10476, 0, 17134, NaN, NaN
random_RDD=0.2_TF=0.6_#45.dat, 0.2, 0.6, 45, 41, 10957, 104, 10962, 119, 10962, 119, 10962, 0, 19303, NaN, NaN
random_RDD=0.2_TF=0.6_#50.dat, 0.2, 0.6, 50, 55, 12814, 86, 12814, 70, 12814, 86, 12814, 0, 20804, NaN, NaN
random_RDD=0.2_TF=0.6_#55.dat, 0.2, 0.6, 55, 60, 16069, 75, 16069, 91, 16069, 75, 16069, 0, 22140, NaN, NaN
random_RDD=0.2_TF=0.6_#60.dat, 0.2, 0.6, 60, 299, 20883, 583, 20883, 621, 20883, 621, 20883, 0, 30969, NaN, NaN
random_RDD=0.2_TF=0.6_#65.dat, 0.2, 0.6, 65, 601, 20665, 917, 20665, 964, 20669, 932, 20669, 0, 32287, NaN, NaN
random_RDD=0.2_TF=0.6_#70.dat, 0.2, 0.6, 70, 2100, 22136, 2849, 22136, 3445, 22136, 2881, 22136, 0, 44392, NaN, NaN
random_RDD=0.2_TF=0.6_#75.dat, 0.2, 0.6, 75, 2239, 31566, 3418, 31566, 3371, 31566, 3493, 31582, 0, 48694, NaN, NaN
random_RDD=0.2_TF=0.6_#80.dat, 0.2, 0.6, 80, 1265, 32477, 2184, 32478, 2241, 32478, 2018, 32478, 0, 52211, NaN, NaN
random_RDD=0.2_TF=0.8_#5.dat, 0.2, 0.8, 5, 0, 396, 0, 396, 0, 396, 0, 396, 0, 607, 0, 396
random_RDD=0.2_TF=0.8_#10.dat, 0.2, 0.8, 10, 0, 1569, 0, 1569, 0, 1569, 0, 1569, 0, 2029, 5524, 1569
random_RDD=0.2_TF=0.8_#15.dat, 0.2, 0.8, 15, 0, 2590, 0, 2590, 0, 2590, 0, 2590, 0, 3523, NaN, NaN
random_RDD=0.2_TF=0.8_#20.dat, 0.2, 0.8, 20, 0, 4999, 0, 4999, 0, 4999, 0, 5002, 0, 7529, NaN, NaN
random_RDD=0.2_TF=0.8_#25.dat, 0.2, 0.8, 25, 0, 5896, 0, 5896, 0, 5896, 0, 5896, 0, 8933, NaN, NaN
random_RDD=0.2_TF=0.8_#30.dat, 0.2, 0.8, 30, 0, 13769, 0, 13771, 0, 13771, 0, 13771, 0, 17167, NaN, NaN
random_RDD=0.2_TF=0.8_#35.dat, 0.2, 0.8, 35, 15, 10768, 15, 10768, 15, 10768, 0, 10768, 0, 19493, NaN, NaN
random_RDD=0.2_TF=0.8_#40.dat, 0.2, 0.8, 40, 0, 16005, 0, 16005, 0, 16005, 0, 16007, 0, 29078, NaN, NaN
random_RDD=0.2_TF=0.8_#45.dat, 0.2, 0.8, 45, 0, 23477, 0, 23477, 0, 23477, 0, 23477, 0, 36111, NaN, NaN
random_RDD=0.2_TF=0.8_#50.dat, 0.2, 0.8, 50, 0, 25834, 0, 25835, 0, 25835, 0, 25835, 0, 38607, NaN, NaN
random_RDD=0.2_TF=0.8_#55.dat, 0.2, 0.8, 55, 143, 37149, 190, 37149, 205, 37149, 205, 37150, 16, 58550, NaN, NaN
random_RDD=0.2_TF=0.8_#60.dat, 0.2, 0.8, 60, 31, 36349, 52, 36349, 52, 36349, 52, 36349, 0, 58136, NaN, NaN
random_RDD=0.2_TF=0.8_#65.dat, 0.2, 0.8, 65, 78, 47499, 94, 47499, 94, 47502, 94, 47510, 0, 74719, NaN, NaN
random_RDD=0.2_TF=0.8_#70.dat, 0.2, 0.8, 70, 248, 42997, 370, 42997, 370, 43003, 370, 43003, 0, 77056, NaN, NaN
random_RDD=0.2_TF=0.8_#75.dat, 0.2, 0.8, 75, 75, 54048, 106, 54048, 122, 54048, 122, 54048, 0, 81979, NaN, NaN
random_RDD=0.2_TF=0.8_#80.dat, 0.2, 0.8, 80, 428, 62435, 645, 62436, 664, 62436, 705, 62436, 0, 98265, NaN, NaN
random_RDD=0.2_TF=1.0_#5.dat, 0.2, 1.0, 5, 0, 419, 0, 419, 0, 419, 0, 419, 0, 546, 0, 419
random_RDD=0.2_TF=1.0_#10.dat, 0.2, 1.0, 10, 0, 1921, 0, 1921, 0, 1921, 0, 1921, 0, 2715, 5472, 1921
random_RDD=0.2_TF=1.0_#15.dat, 0.2, 1.0, 15, 0, 3944, 0, 3944, 0, 3944, 0, 3946, 0, 6022, NaN, NaN
random_RDD=0.2_TF=1.0_#20.dat, 0.2, 1.0, 20, 0, 7032, 0, 7032, 0, 7032, 0, 7032, 0, 9947, NaN, NaN
random_RDD=0.2_TF=1.0_#25.dat, 0.2, 1.0, 25, 0, 11344, 0, 11344, 0, 11344, 0, 11344, 0, 15109, NaN, NaN
random_RDD=0.2_TF=1.0_#30.dat, 0.2, 1.0, 30, 0, 12864, 0, 12864, 0, 12864, 0, 12864, 0, 21418, NaN, NaN
random_RDD=0.2_TF=1.0_#35.dat, 0.2, 1.0, 35, 0, 22558, 15, 22558, 15, 22558, 15, 22558, 0, 28298, NaN, NaN
random_RDD=0.2_TF=1.0_#40.dat, 0.2, 1.0, 40, 0, 33256, 0, 33256, 0, 33256, 0, 33256, 0, 46494, NaN, NaN
random_RDD=0.2_TF=1.0_#45.dat, 0.2, 1.0, 45, 0, 36891, 0, 36891, 0, 36891, 0, 36891, 0, 52120, NaN, NaN
random_RDD=0.2_TF=1.0_#50.dat, 0.2, 1.0, 50, 0, 43331, 0, 43331, 0, 43331, 0, 43331, 0, 65372, NaN, NaN
random_RDD=0.2_TF=1.0_#55.dat, 0.2, 1.0, 55, 0, 53067, 0, 53067, 0, 53067, 0, 53067, 0, 80156, NaN, NaN
random_RDD=0.2_TF=1.0_#60.dat, 0.2, 1.0, 60, 0, 47152, 26, 47152, 26, 47152, 26, 47153, 0, 75331, NaN, NaN
random_RDD=0.2_TF=1.0_#65.dat, 0.2, 1.0, 65, 0, 77220, 0, 77220, 0, 77220, 0, 77220, 0, 115588, NaN, NaN
random_RDD=0.2_TF=1.0_#70.dat, 0.2, 1.0, 70, 0, 87288, 0, 87288, 0, 87288, 0, 87288, 0, 124285, NaN, NaN
random_RDD=0.2_TF=1.0_#75.dat, 0.2, 1.0, 75, 0, 84307, 0, 84307, 0, 84309, 0, 84309, 0, 128269, NaN, NaN
random_RDD=0.2_TF=1.0_#80.dat, 0.2, 1.0, 80, 0, 114361, 0, 114361, 0, 114361, 0, 114372, 0, 173268, NaN, NaN
random_RDD=0.4_TF=0.2_#5.dat, 0.4, 0.2, 5, 0, 45, 0, 45, 0, 45, 0, 45, 0, 47, 0, 45
random_RDD=0.4_TF=0.2_#10.dat, 0.4, 0.2, 10, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 3889, 52
random_RDD=0.4_TF=0.2_#15.dat, 0.4, 0.2, 15, 0, 24, 0, 24, 0, 24, 0, 24, 0, 27, NaN, NaN
random_RDD=0.4_TF=0.2_#20.dat, 0.4, 0.2, 20, 0, 24, 0, 24, 0, 24, 0, 24, 0, 26, NaN, NaN
random_RDD=0.4_TF=0.2_#25.dat, 0.4, 0.2, 25, 0, 57, 0, 57, 0, 57, 0, 57, 0, 57, NaN, NaN
random_RDD=0.4_TF=0.2_#30.dat, 0.4, 0.2, 30, 0, 223, 15, 223, 15, 223, 15, 224, 0, 283, NaN, NaN
random_RDD=0.4_TF=0.2_#35.dat, 0.4, 0.2, 35, 0, 14, 0, 14, 0, 14, 0, 14, 0, 14, NaN, NaN
random_RDD=0.4_TF=0.2_#40.dat, 0.4, 0.2, 40, 16, 8, 31, 8, 31, 8, 31, 8, 0, 8, NaN, NaN
random_RDD=0.4_TF=0.2_#45.dat, 0.4, 0.2, 45, 91, 9, 122, 9, 122, 9, 138, 9, 0, 9, NaN, NaN
random_RDD=0.4_TF=0.2_#50.dat, 0.4, 0.2, 50, 43, 46, 53, 46, 53, 46, 53, 46, 0, 46, NaN, NaN
random_RDD=0.4_TF=0.2_#55.dat, 0.4, 0.2, 55, 523, 36, 642, 36, 657, 36, 642, 36, 0, 49, NaN, NaN
random_RDD=0.4_TF=0.2_#60.dat, 0.4, 0.2, 60, 486, 12, 697, 12, 728, 12, 713, 12, 0, 12, NaN, NaN
random_RDD=0.4_TF=0.2_#65.dat, 0.4, 0.2, 65, 2104, 82, 5139, 82, 5096, 82, 4553, 82, 0, 106, NaN, NaN
random_RDD=0.4_TF=0.2_#70.dat, 0.4, 0.2, 70, 1759, 5, 2320, 5, 2370, 5, 2633, 5, 15, 5, NaN, NaN
random_RDD=0.4_TF=0.2_#75.dat, 0.4, 0.2, 75, 2097, 52, 4162, 52, 4182, 52, 4182, 52, 0, 52, NaN, NaN
random_RDD=0.4_TF=0.2_#80.dat, 0.4, 0.2, 80, 8617, 10, 15086, 10, 15148, 10, 10205, 10, 0, 10, NaN, NaN
random_RDD=0.4_TF=0.4_#5.dat, 0.4, 0.4, 5, 0, 66, 0, 66, 0, 66, 0, 66, 0, 66, 0, 66
random_RDD=0.4_TF=0.4_#10.dat, 0.4, 0.4, 10, 0, 185, 0, 185, 0, 185, 0, 185, 0, 221, 4936, 185
random_RDD=0.4_TF=0.4_#15.dat, 0.4, 0.4, 15, 0, 476, 0, 476, 0, 477, 0, 477, 0, 629, NaN, NaN
random_RDD=0.4_TF=0.4_#20.dat, 0.4, 0.4, 20, 0, 364, 0, 364, 0, 364, 0, 364, 0, 578, NaN, NaN
random_RDD=0.4_TF=0.4_#25.dat, 0.4, 0.4, 25, 15, 1183, 15, 1183, 15, 1183, 15, 1183, 0, 1399, NaN, NaN
random_RDD=0.4_TF=0.4_#30.dat, 0.4, 0.4, 30, 0, 754, 0, 754, 0, 754, 0, 754, 0, 1355, NaN, NaN
random_RDD=0.4_TF=0.4_#35.dat, 0.4, 0.4, 35, 16, 1610, 16, 1610, 16, 1610, 16, 1610, 0, 2050, NaN, NaN
random_RDD=0.4_TF=0.4_#40.dat, 0.4, 0.4, 40, 47, 2953, 78, 2953, 78, 2953, 78, 2953, 0, 4354, NaN, NaN
random_RDD=0.4_TF=0.4_#45.dat, 0.4, 0.4, 45, 85, 3718, 147, 3718, 147, 3718, 147, 3720, 0, 6490, NaN, NaN
random_RDD=0.4_TF=0.4_#50.dat, 0.4, 0.4, 50, 341, 6546, 618, 6546, 618, 6546, 618, 6546, 16, 9483, NaN, NaN
random_RDD=0.4_TF=0.4_#55.dat, 0.4, 0.4, 55, 118, 3588, 286, 3588, 286, 3588, 286, 3588, 0, 4380, NaN, NaN
random_RDD=0.4_TF=0.4_#60.dat, 0.4, 0.4, 60, 532, 4053, 710, 4053, 752, 4053, 742, 4053, 0, 6632, NaN, NaN
random_RDD=0.4_TF=0.4_#65.dat, 0.4, 0.4, 65, 2043, 5096, 3493, 5096, 3508, 5096, 3179, 5096, 0, 9780, NaN, NaN
random_RDD=0.4_TF=0.4_#70.dat, 0.4, 0.4, 70, 6331, 4707, 10071, 4708, 9726, 4708, 10056, 4708, 0, 9175, NaN, NaN
random_RDD=0.4_TF=0.4_#75.dat, 0.4, 0.4, 75, 2396, 6066, 3670, 6066, 3516, 6068, 3425, 6068, 0, 11158, NaN, NaN
random_RDD=0.4_TF=0.4_#80.dat, 0.4, 0.4, 80, 3541, 9267, 7363, 9267, 7378, 9270, 7183, 9270, 0, 16032, NaN, NaN
random_RDD=0.4_TF=0.6_#5.dat, 0.4, 0.6, 5, 0, 329, 0, 329, 0, 329, 0, 329, 0, 405, 0, 329
random_RDD=0.4_TF=0.6_#10.dat, 0.4, 0.6, 10, 0, 664, 0, 664, 0, 664, 16, 666, 0, 727, 4364, 664
random_RDD=0.4_TF=0.6_#15.dat, 0.4, 0.6, 15, 0, 1130, 0, 1130, 0, 1130, 0, 1130, 0, 1564, NaN, NaN
random_RDD=0.4_TF=0.6_#20.dat, 0.4, 0.6, 20, 0, 2814, 0, 2816, 0, 2816, 0, 2816, 0, 4596, NaN, NaN
random_RDD=0.4_TF=0.6_#25.dat, 0.4, 0.6, 25, 0, 3222, 0, 3222, 0, 3222, 0, 3226, 0, 5460, NaN, NaN
random_RDD=0.4_TF=0.6_#30.dat, 0.4, 0.6, 30, 15, 2649, 15, 2649, 15, 2651, 15, 2651, 0, 4053, NaN, NaN
random_RDD=0.4_TF=0.6_#35.dat, 0.4, 0.6, 35, 0, 4062, 0, 4062, 0, 4062, 0, 4062, 0, 8054, NaN, NaN
random_RDD=0.4_TF=0.6_#40.dat, 0.4, 0.6, 40, 15, 9779, 15, 9779, 15, 9779, 15, 9779, 0, 14328, NaN, NaN
random_RDD=0.4_TF=0.6_#45.dat, 0.4, 0.6, 45, 75, 9363, 122, 9363, 122, 9363, 107, 9363, 0, 15630, NaN, NaN
random_RDD=0.4_TF=0.6_#50.dat, 0.4, 0.6, 50, 253, 9196, 300, 9196, 316, 9197, 300, 9197, 0, 16499, NaN, NaN
random_RDD=0.4_TF=0.6_#55.dat, 0.4, 0.6, 55, 329, 11988, 531, 11989, 559, 11991, 569, 11991, 0, 21083, NaN, NaN
random_RDD=0.4_TF=0.6_#60.dat, 0.4, 0.6, 60, 675, 14027, 1370, 14027, 1324, 14027, 1324, 14027, 0, 22923, NaN, NaN
random_RDD=0.4_TF=0.6_#65.dat, 0.4, 0.6, 65, 1325, 16298, 1840, 16298, 1781, 16304, 1799, 16304, 0, 29295, NaN, NaN
random_RDD=0.4_TF=0.6_#70.dat, 0.4, 0.6, 70, 1617, 21087, 2691, 21087, 2584, 21087, 2615, 21087, 0, 36780, NaN, NaN
random_RDD=0.4_TF=0.6_#75.dat, 0.4, 0.6, 75, 1665, 26005, 2367, 26005, 2304, 26007, 2102, 26007, 0, 41325, NaN, NaN
random_RDD=0.4_TF=0.6_#80.dat, 0.4, 0.6, 80, 5972, 22237, 13246, 22240, 13757, 22240, 13068, 22240, 0, 39964, NaN, NaN
random_RDD=0.4_TF=0.8_#5.dat, 0.4, 0.8, 5, 0, 267, 0, 267, 0, 267, 0, 269, 0, 296, 0, 267
random_RDD=0.4_TF=0.8_#10.dat, 0.4, 0.8, 10, 0, 1167, 0, 1167, 0, 1167, 0, 1167, 0, 1535, 5695, 1167
random_RDD=0.4_TF=0.8_#15.dat, 0.4, 0.8, 15, 0, 1929, 0, 1929, 0, 1929, 0, 1929, 0, 3224, NaN, NaN
random_RDD=0.4_TF=0.8_#20.dat, 0.4, 0.8, 20, 0, 3950, 0, 3950, 0, 3950, 0, 3950, 0, 6846, NaN, NaN
random_RDD=0.4_TF=0.8_#25.dat, 0.4, 0.8, 25, 0, 5019, 0, 5022, 0, 5022, 0, 5022, 0, 9180, NaN, NaN
random_RDD=0.4_TF=0.8_#30.dat, 0.4, 0.8, 30, 0, 8467, 0, 8467, 0, 8467, 0, 8473, 0, 13786, NaN, NaN
random_RDD=0.4_TF=0.8_#35.dat, 0.4, 0.8, 35, 0, 15952, 16, 15953, 16, 15953, 16, 15953, 0, 22319, NaN, NaN
random_RDD=0.4_TF=0.8_#40.dat, 0.4, 0.8, 40, 0, 17651, 10, 17651, 10, 17651, 10, 17651, 0, 26040, NaN, NaN
random_RDD=0.4_TF=0.8_#45.dat, 0.4, 0.8, 45, 16, 18301, 16, 18301, 16, 18303, 16, 18303, 0, 32688, NaN, NaN
random_RDD=0.4_TF=0.8_#50.dat, 0.4, 0.8, 50, 31, 23569, 47, 23569, 47, 23570, 47, 23570, 0, 41011, NaN, NaN
random_RDD=0.4_TF=0.8_#55.dat, 0.4, 0.8, 55, 169, 28936, 184, 28938, 184, 28938, 184, 28938, 0, 45640, NaN, NaN
random_RDD=0.4_TF=0.8_#60.dat, 0.4, 0.8, 60, 16, 29230, 32, 29230, 32, 29230, 32, 29235, 0, 43893, NaN, NaN
random_RDD=0.4_TF=0.8_#65.dat, 0.4, 0.8, 65, 37, 45484, 53, 45484, 53, 45484, 69, 45484, 0, 73141, NaN, NaN
random_RDD=0.4_TF=0.8_#70.dat, 0.4, 0.8, 70, 359, 43927, 587, 43927, 587, 43927, 542, 43930, 0, 71324, NaN, NaN
random_RDD=0.4_TF=0.8_#75.dat, 0.4, 0.8, 75, 93, 55140, 134, 55140, 124, 55140, 150, 55140, 0, 88824, NaN, NaN
random_RDD=0.4_TF=0.8_#80.dat, 0.4, 0.8, 80, 307, 53935, 454, 53935, 454, 53935, 454, 53935, 0, 89368, NaN, NaN
random_RDD=0.4_TF=1.0_#5.dat, 0.4, 1.0, 5, 0, 604, 0, 604, 0, 604, 0, 607, 0, 614, 0, 604
random_RDD=0.4_TF=1.0_#10.dat, 0.4, 1.0, 10, 0, 1992, 0, 1992, 0, 1992, 0, 1992, 0, 2789, 4742, 1992
random_RDD=0.4_TF=1.0_#15.dat, 0.4, 1.0, 15, 0, 4269, 0, 4270, 0, 4270, 0, 4272, 0, 7060, NaN, NaN
random_RDD=0.4_TF=1.0_#20.dat, 0.4, 1.0, 20, 0, 7376, 0, 7376, 0, 7376, 0, 7376, 0, 10916, NaN, NaN
random_RDD=0.4_TF=1.0_#25.dat, 0.4, 1.0, 25, 0, 10888, 0, 10888, 0, 10888, 0, 10888, 0, 15127, NaN, NaN
random_RDD=0.4_TF=1.0_#30.dat, 0.4, 1.0, 30, 0, 16232, 0, 16232, 0, 16232, 0, 16232, 0, 23186, NaN, NaN
random_RDD=0.4_TF=1.0_#35.dat, 0.4, 1.0, 35, 0, 24061, 16, 24061, 16, 24061, 16, 24061, 0, 34402, NaN, NaN
random_RDD=0.4_TF=1.0_#40.dat, 0.4, 1.0, 40, 0, 31630, 0, 31630, 0, 31630, 0, 31630, 0, 43938, NaN, NaN
random_RDD=0.4_TF=1.0_#45.dat, 0.4, 1.0, 45, 0, 32751, 0, 32751, 0, 32751, 0, 32751, 0, 49887, NaN, NaN
random_RDD=0.4_TF=1.0_#50.dat, 0.4, 1.0, 50, 0, 38905, 0, 38905, 0, 38906, 0, 38906, 0, 57896, NaN, NaN
random_RDD=0.4_TF=1.0_#55.dat, 0.4, 1.0, 55, 0, 59271, 0, 59271, 0, 59271, 0, 59277, 0, 87166, NaN, NaN
random_RDD=0.4_TF=1.0_#60.dat, 0.4, 1.0, 60, 0, 73786, 16, 73786, 16, 73786, 16, 73786, 0, 105988, NaN, NaN
random_RDD=0.4_TF=1.0_#65.dat, 0.4, 1.0, 65, 0, 74714, 0, 74715, 0, 74715, 0, 74717, 0, 112184, NaN, NaN
random_RDD=0.4_TF=1.0_#70.dat, 0.4, 1.0, 70, 0, 91448, 0, 91448, 0, 91448, 0, 91448, 0, 126460, NaN, NaN
random_RDD=0.4_TF=1.0_#75.dat, 0.4, 1.0, 75, 0, 85601, 0, 85601, 0, 85601, 0, 85610, 0, 129079, NaN, NaN
random_RDD=0.4_TF=1.0_#80.dat, 0.4, 1.0, 80, 0, 131296, 0, 131296, 0, 131296, 0, 131296, 0, 175488, NaN, NaN
random_RDD=0.6_TF=0.2_#5.dat, 0.6, 0.2, 5, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2
random_RDD=0.6_TF=0.2_#10.dat, 0.6, 0.2, 10, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 2035, 3
random_RDD=0.6_TF=0.2_#15.dat, 0.6, 0.2, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN
random_RDD=0.6_TF=0.2_#20.dat, 0.6, 0.2, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN
random_RDD=0.6_TF=0.2_#25.dat, 0.6, 0.2, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN
random_RDD=0.6_TF=0.2_#30.dat, 0.6, 0.2, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN
random_RDD=0.6_TF=0.2_#35.dat, 0.6, 0.2, 35, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN
random_RDD=0.6_TF=0.2_#40.dat, 0.6, 0.2, 40, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN
random_RDD=0.6_TF=0.2_#45.dat, 0.6, 0.2, 45, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN
random_RDD=0.6_TF=0.2_#50.dat, 0.6, 0.2, 50, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN
random_RDD=0.6_TF=0.2_#55.dat, 0.6, 0.2, 55, 348, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN
random_RDD=0.6_TF=0.2_#60.dat, 0.6, 0.2, 60, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN
random_RDD=0.6_TF=0.2_#65.dat, 0.6, 0.2, 65, 1210, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN
random_RDD=0.6_TF=0.2_#70.dat, 0.6, 0.2, 70, 929, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN
random_RDD=0.6_TF=0.2_#75.dat, 0.6, 0.2, 75, 824, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN
